Estatura;Peso;Lfemur;Genero;IMC
180.8928;78.83874;50.86269;Hombre;Normal
177.9166;74.13858;47.46198;Hombre;Normal
167.7700;77.92988;51.95381;Hombre;Sobrepeso
159.2657;59.69895;46.55048;Hombre;Normal
167.3316;64.49236;48.52390;Hombre;Normal
180.3097;70.54893;53.37962;Hombre;Normal
165.0838;69.84853;45.99696;Hombre;Sobrepeso
174.7263;77.23500;46.46064;Hombre;Sobrepeso
155.9006;66.63207;44.32268;Hombre;Sobrepeso
183.7491;84.38867;51.10212;Hombre;Sobrepeso
177.9829;78.90277;50.57152;Hombre;Normal
158.8501;74.62336;48.67381;Hombre;Sobrepeso
175.6039;77.11616;52.12941;Hombre;Sobrepeso
169.6379;76.87059;45.50520;Hombre;Sobrepeso
169.7233;73.09373;47.23805;Hombre;Sobrepeso
169.1423;67.72211;50.52108;Hombre;Normal
168.1504;73.31187;43.44567;Hombre;Sobrepeso
182.3305;72.27919;51.22957;Hombre;Normal
179.2843;71.91602;49.75067;Hombre;Normal
168.4739;81.60703;48.19174;Hombre;Sobrepeso
173.5076;63.80318;50.09530;Hombre;Normal
182.5433;80.89341;53.13543;Hombre;Normal
164.1944;76.22773;46.39085;Hombre;Sobrepeso
178.6039;76.50223;53.79448;Hombre;Normal
167.9633;65.80162;44.02310;Hombre;Normal
173.5424;71.30007;51.54314;Hombre;Normal
172.8413;69.67903;46.75742;Hombre;Normal
179.0015;67.58249;53.84290;Hombre;Normal
165.2326;80.58233;41.76083;Hombre;Sobrepeso
174.7500;81.94651;48.74682;Hombre;Sobrepeso
176.1255;77.60916;49.39501;Hombre;Sobrepeso
183.1544;74.60410;51.98719;Hombre;Normal
182.7527;81.71068;45.12430;Hombre;Normal
185.0290;80.06181;49.17715;Hombre;Normal
161.7824;71.07838;43.43240;Hombre;Sobrepeso
163.2422;79.51161;49.14579;Hombre;Sobrepeso
168.6940;73.18595;44.88471;Hombre;Sobrepeso
170.8357;73.65870;46.53304;Hombre;Sobrepeso
164.2328;77.93384;42.65000;Hombre;Sobrepeso
172.2706;78.60561;45.98436;Hombre;Sobrepeso
187.3099;80.07902;55.77780;Hombre;Normal
180.3639;78.80828;50.00275;Hombre;Normal
187.0869;74.08669;56.42361;Hombre;Normal
158.5565;58.54521;47.34267;Hombre;Normal
176.7462;76.74196;50.85437;Hombre;Normal
175.3314;72.46725;47.54415;Hombre;Normal
162.8911;75.05027;44.56622;Hombre;Sobrepeso
172.0898;69.01878;46.57095;Hombre;Normal
176.8991;78.90021;48.47923;Hombre;Sobrepeso
176.2501;79.70396;50.51184;Hombre;Sobrepeso
189.1587;76.83726;54.33108;Hombre;Normal
166.8529;81.97050;47.85057;Hombre;Sobrepeso
177.5351;72.60240;52.97399;Hombre;Normal
165.0614;73.87547;44.12959;Hombre;Sobrepeso
165.5588;77.50681;44.47715;Hombre;Sobrepeso
174.4678;67.79749;49.28481;Hombre;Normal
168.6975;74.31502;39.43343;Hombre;Sobrepeso
176.9575;80.83194;48.56495;Hombre;Sobrepeso
172.5546;76.63377;50.03272;Hombre;Sobrepeso
187.6579;83.16898;56.62967;Hombre;Normal
174.7838;75.01541;51.46794;Hombre;Normal
179.7072;76.77908;48.94237;Hombre;Normal
164.3709;87.83581;45.56213;Hombre;Sobrepeso
166.6833;69.66264;46.07775;Hombre;Sobrepeso
179.6595;80.58135;53.47038;Hombre;Normal
177.1333;70.96413;53.98074;Hombre;Normal
180.6249;88.37654;46.17303;Hombre;Sobrepeso
181.5533;77.02233;53.26526;Hombre;Normal
171.6700;71.70429;53.25635;Hombre;Normal
188.4199;81.94715;52.43365;Hombre;Normal
176.3717;73.79994;48.70594;Hombre;Normal
196.4001;80.83954;59.83631;Hombre;Normal
177.5406;76.44248;46.19177;Mujer;Normal
160.7696;54.46766;45.94397;Mujer;Normal
168.5932;76.14407;48.20298;Mujer;Sobrepeso
146.4167;62.39109;42.83276;Mujer;Sobrepeso
161.5949;70.05292;43.63602;Mujer;Sobrepeso
157.9655;67.43544;37.51265;Mujer;Sobrepeso
164.7023;67.01078;47.03570;Mujer;Normal
173.7651;63.22567;49.65885;Mujer;Normal
153.7518;57.22037;43.09732;Mujer;Normal
163.6861;67.07838;49.64718;Mujer;Sobrepeso
158.9127;70.09028;43.75474;Mujer;Sobrepeso
163.4944;68.20067;46.79994;Mujer;Sobrepeso
159.9046;62.10804;47.70461;Mujer;Normal
164.9858;61.99154;45.81036;Mujer;Normal
158.0851;68.65499;48.78090;Mujer;Sobrepeso
181.8567;72.07212;58.77676;Mujer;Normal
168.1497;74.95392;49.04102;Mujer;Sobrepeso
168.2561;69.70543;46.19301;Mujer;Normal
157.9922;64.38378;46.55307;Mujer;Sobrepeso
159.1857;78.25040;48.15607;Mujer;Sobrepeso
158.1651;70.45956;46.60142;Mujer;Sobrepeso
163.5228;76.25740;45.54165;Mujer;Sobrepeso
165.5252;74.56979;44.19421;Mujer;Sobrepeso
171.6759;65.09220;45.88768;Mujer;Normal
175.7858;79.52694;54.36283;Mujer;Sobrepeso
152.3937;55.37677;44.36667;Mujer;Normal
161.0392;67.65831;44.75511;Mujer;Sobrepeso
161.1918;72.96169;48.77655;Mujer;Sobrepeso
173.8534;68.07957;46.97751;Mujer;Normal
159.2152;81.96542;42.51661;Mujer;Sobrepeso
168.6596;73.31989;48.07380;Mujer;Sobrepeso
168.1598;72.06903;47.31504;Mujer;Sobrepeso
172.6419;71.62476;47.62610;Mujer;Normal
165.1584;71.43885;48.13073;Mujer;Sobrepeso
173.9120;71.97526;50.92387;Mujer;Normal
168.9162;65.62746;49.73340;Mujer;Normal
159.2755;66.08136;43.77203;Mujer;Sobrepeso
160.3168;66.01814;43.74665;Mujer;Sobrepeso
153.1235;69.35117;45.39597;Mujer;Sobrepeso
163.7144;75.60244;46.88628;Mujer;Sobrepeso
173.3429;78.13375;44.85270;Mujer;Sobrepeso
167.0463;68.25024;44.76571;Mujer;Normal
153.0300;64.41961;43.80207;Mujer;Sobrepeso
170.4965;72.14706;48.97186;Mujer;Normal
159.0765;68.07336;45.66866;Mujer;Sobrepeso
149.8996;59.92895;41.35323;Mujer;Sobrepeso
154.8941;67.98055;45.75408;Mujer;Sobrepeso
157.3142;64.68190;45.75186;Mujer;Sobrepeso
161.8249;59.92669;50.82329;Mujer;Normal
147.9046;56.57244;42.92140;Mujer;Sobrepeso
155.7231;67.88866;46.37247;Mujer;Sobrepeso
163.9358;73.47874;44.67269;Mujer;Sobrepeso
152.3053;69.00590;44.02768;Mujer;Sobrepeso
175.7666;71.09660;50.16211;Mujer;Normal
154.6382;62.99643;45.23371;Mujer;Sobrepeso
168.4107;62.68667;49.29112;Mujer;Normal
161.9788;77.46011;44.77358;Mujer;Sobrepeso
163.4501;69.64501;50.59696;Mujer;Sobrepeso
173.9394;62.39258;54.06555;Mujer;Normal
154.9585;63.81099;45.58809;Mujer;Sobrepeso
165.5386;58.26365;41.09001;Mujer;Normal
164.7104;71.67417;48.48800;Mujer;Sobrepeso
172.1775;71.69883;49.31665;Mujer;Normal
171.1526;72.71174;50.70293;Mujer;Normal
160.2912;71.18610;44.99317;Mujer;Sobrepeso
148.7404;57.10862;48.37562;Mujer;Sobrepeso
149.4698;72.98424;44.49859;Mujer;Sobrepeso
155.8922;67.71194;49.47775;Mujer;Sobrepeso
164.7634;62.15281;47.58662;Mujer;Normal
168.8236;73.52535;47.61401;Mujer;Sobrepeso
169.6746;71.72517;49.31780;Mujer;Normal
168.6957;76.29760;46.70310;Mujer;Sobrepeso
163.8370;63.76031;53.75294;Mujer;Normal
161.0252;61.49262;48.64674;Mujer;Normal
173.7670;71.88647;50.74577;Mujer;Normal
154.6386;77.93888;45.50058;Mujer;Sobrepeso
164.4386;74.22383;52.90694;Mujer;Sobrepeso
147.2026;64.31079;39.15788;Mujer;Sobrepeso
171.6517;76.56130;48.30883;Mujer;Sobrepeso
163.2973;68.48452;45.15274;Mujer;Sobrepeso
166.0592;77.35133;47.14742;Mujer;Sobrepeso
166.0462;71.59733;46.75956;Mujer;Sobrepeso
180.5814;75.18425;52.45048;Mujer;Normal
178.0719;75.05260;47.94362;Mujer;Normal
150.5195;75.74513;42.69253;Mujer;Sobrepeso
149.8814;66.26236;44.33297;Mujer;Sobrepeso
160.7926;65.34635;49.64841;Mujer;Sobrepeso
164.5673;69.44239;49.47291;Mujer;Sobrepeso
169.1087;70.64344;49.90840;Mujer;Normal
174.6421;62.99044;55.20659;Mujer;Normal
178.7711;70.95788;48.43985;Mujer;Normal
169.4980;65.43430;47.85406;Mujer;Normal
168.8864;68.12401;50.77214;Mujer;Normal
165.2300;81.75590;45.88589;Mujer;Sobrepeso
160.4264;67.12721;48.39917;Mujer;Sobrepeso
161.1902;65.00207;47.77061;Mujer;Sobrepeso
146.3996;63.89626;39.30874;Mujer;Sobrepeso
154.6859;68.05281;44.23143;Mujer;Sobrepeso
161.1952;77.09947;46.98463;Mujer;Sobrepeso
167.5329;61.63055;52.62889;Mujer;Normal
156.4529;71.06523;46.70417;Mujer;Sobrepeso
154.8162;65.96438;43.72394;Mujer;Sobrepeso
164.8802;63.77156;49.26498;Mujer;Normal
157.1243;64.39897;43.17465;Mujer;Sobrepeso
167.8018;73.10081;53.18822;Mujer;Sobrepeso
154.5256;68.69102;43.62067;Mujer;Sobrepeso
168.2192;61.27907;48.71278;Mujer;Normal
163.7512;66.49332;45.04475;Mujer;Normal
164.9344;64.33220;49.84861;Mujer;Normal
164.2310;72.55203;48.73191;Mujer;Sobrepeso
164.3842;71.72046;42.80035;Mujer;Sobrepeso
168.9098;70.18537;49.98321;Mujer;Normal
171.4438;79.39558;49.24940;Mujer;Sobrepeso
166.0600;69.10621;50.09131;Mujer;Sobrepeso
163.4434;67.59740;46.07245;Mujer;Sobrepeso
177.2409;73.18613;51.36200;Mujer;Normal
150.0879;68.10190;38.70859;Mujer;Sobrepeso
162.9879;67.30018;52.09917;Mujer;Sobrepeso
156.4621;60.21680;41.89172;Mujer;Normal
162.2335;64.73558;43.33018;Mujer;Normal
170.9859;64.77497;49.26498;Mujer;Normal
176.3395;64.53618;47.52375;Mujer;Normal
153.8376;76.96435;41.93183;Mujer;Sobrepeso
158.0054;68.93799;49.34182;Mujer;Sobrepeso
152.0006;71.52141;40.39318;Mujer;Sobrepeso
165.8780;66.53298;43.01144;Mujer;Normal
161.0607;58.46313;46.63552;Mujer;Normal
165.8481;71.40690;45.56682;Mujer;Sobrepeso
159.4410;62.27903;46.48293;Mujer;Normal
174.9199;76.36676;50.90775;Mujer;Normal
161.0988;65.07423;45.91603;Mujer;Sobrepeso
157.5559;65.42574;43.43894;Mujer;Sobrepeso
167.2684;76.79168;46.52185;Mujer;Sobrepeso
174.2086;83.65210;47.07940;Mujer;Sobrepeso
156.3560;62.02796;46.72546;Mujer;Sobrepeso
155.9489;60.08967;46.19224;Mujer;Normal
166.7601;74.61977;45.36503;Mujer;Sobrepeso
143.9232;75.85268;39.06705;Mujer;Sobrepeso
178.8990;75.05027;50.16239;Mujer;Normal
155.3771;65.25311;38.16199;Mujer;Sobrepeso
159.2822;74.77118;47.05294;Mujer;Sobrepeso
149.6666;70.69268;45.21640;Mujer;Sobrepeso
153.4104;64.52138;44.94999;Mujer;Sobrepeso
164.5868;73.78604;41.78072;Mujer;Sobrepeso
152.3470;65.95465;41.45312;Mujer;Sobrepeso
168.9133;67.17103;49.98079;Mujer;Normal
158.7123;67.07920;45.52324;Mujer;Sobrepeso
170.6228;72.46747;45.18035;Mujer;Normal
160.0573;68.82817;48.22119;Mujer;Sobrepeso
148.7765;58.01504;43.32783;Mujer;Sobrepeso
167.9169;67.15237;48.31034;Mujer;Normal
166.9257;74.30505;46.82843;Mujer;Sobrepeso
158.3426;75.22341;45.61699;Mujer;Sobrepeso
158.2810;60.89871;48.40978;Mujer;Normal
165.0404;67.34852;45.59026;Mujer;Normal
161.9007;69.38826;49.29283;Mujer;Sobrepeso
160.7183;78.19979;42.28387;Mujer;Sobrepeso
158.3599;65.45592;48.00400;Mujer;Sobrepeso
171.3071;69.23280;48.71494;Mujer;Normal
167.3079;62.37663;50.64536;Mujer;Normal
159.1269;69.96310;49.43037;Mujer;Sobrepeso
153.2106;60.95638;41.40837;Mujer;Sobrepeso
155.1813;62.47321;42.62532;Mujer;Sobrepeso
159.5212;58.75652;43.65708;Mujer;Normal
167.3057;65.62192;47.05618;Mujer;Normal
150.6149;63.81209;42.67038;Mujer;Sobrepeso
155.0069;68.66576;47.43644;Mujer;Sobrepeso
163.9329;77.78164;47.41825;Mujer;Sobrepeso
182.9688;62.10728;51.31130;Mujer;Normal
169.1405;64.62681;47.56528;Mujer;Normal
162.5591;74.35403;46.17712;Mujer;Sobrepeso
158.9307;75.32530;46.53056;Mujer;Sobrepeso
144.4020;80.14491;43.53840;Mujer;Sobrepeso
164.6607;64.65366;42.86876;Mujer;Normal
155.5870;66.86720;44.66701;Mujer;Sobrepeso
163.2290;62.78295;49.13620;Mujer;Normal
164.3909;62.48790;47.10790;Mujer;Normal
181.1316;71.15614;48.71592;Mujer;Normal
163.7518;69.10882;44.29988;Mujer;Sobrepeso
146.2057;66.57106;43.09499;Mujer;Sobrepeso
171.9182;79.09520;49.94851;Mujer;Sobrepeso
156.3058;74.18090;46.84112;Mujer;Sobrepeso
154.9852;72.94924;46.02779;Mujer;Sobrepeso
161.2532;72.24043;45.87582;Mujer;Sobrepeso
159.7069;61.64380;46.01100;Mujer;Normal
167.5749;69.60336;48.27910;Mujer;Normal
157.8935;63.54267;44.47900;Mujer;Sobrepeso
157.1124;64.53239;45.03817;Mujer;Sobrepeso
159.0486;64.40222;47.11440;Mujer;Sobrepeso
170.4322;71.81725;49.37959;Mujer;Normal
161.1991;68.76628;44.04436;Mujer;Sobrepeso
170.8942;59.56052;50.11983;Mujer;Normal
172.4278;77.03162;49.70727;Mujer;Sobrepeso
162.5744;62.25767;52.39417;Mujer;Normal
164.1547;76.76253;44.43695;Mujer;Sobrepeso
160.1886;73.16783;46.64652;Mujer;Sobrepeso
177.1376;67.78750;52.74188;Mujer;Normal
162.0188;59.94004;50.84315;Mujer;Normal
158.8558;70.04817;46.49466;Mujer;Sobrepeso
163.2923;73.78784;46.85299;Mujer;Sobrepeso
159.5950;68.89117;47.04061;Mujer;Sobrepeso
160.9518;72.27197;43.71886;Mujer;Sobrepeso
163.6880;60.84402;49.72279;Mujer;Normal
154.8244;56.74631;47.22143;Mujer;Normal
164.7738;66.66431;50.16802;Mujer;Normal
166.6621;62.45983;48.65855;Mujer;Normal
155.3464;84.30767;41.74581;Mujer;Sobrepeso
164.2598;65.54697;49.45947;Mujer;Normal
158.2246;72.52058;46.28416;Mujer;Sobrepeso
160.2881;76.53698;41.68555;Mujer;Sobrepeso
162.1999;74.67531;47.49971;Mujer;Sobrepeso
158.7155;64.00288;46.59898;Mujer;Sobrepeso
155.7308;83.37290;46.24718;Mujer;Sobrepeso
162.7928;57.29192;48.18139;Mujer;Normal
166.6105;69.14961;50.06837;Mujer;Normal
162.2613;68.59131;43.60468;Mujer;Sobrepeso
153.3140;72.33814;39.81680;Mujer;Sobrepeso
156.4599;68.88938;46.73638;Mujer;Sobrepeso
164.4239;72.04083;48.33855;Mujer;Sobrepeso
172.4082;85.51348;51.23216;Mujer;Sobrepeso
167.9863;73.86415;48.56726;Mujer;Sobrepeso
158.4885;74.79388;51.31085;Mujer;Sobrepeso
153.6296;60.44217;42.10277;Mujer;Sobrepeso
155.5376;72.30982;44.88237;Mujer;Sobrepeso
164.3251;61.49330;48.15292;Mujer;Normal
155.8151;69.16343;48.18030;Mujer;Sobrepeso
174.8695;78.61721;51.84282;Mujer;Sobrepeso
157.4838;63.08630;47.61416;Mujer;Sobrepeso
154.3788;57.82041;43.31753;Mujer;Normal
165.4238;57.36855;48.77365;Mujer;Normal
150.6137;62.46743;47.08699;Mujer;Sobrepeso
167.2725;76.65330;50.26771;Mujer;Sobrepeso
165.3274;65.08403;46.18431;Mujer;Normal
172.0877;75.91431;48.58814;Mujer;Sobrepeso
153.0179;57.97527;42.84042;Mujer;Normal
166.4446;69.48451;46.05129;Mujer;Sobrepeso
158.2658;61.59856;47.88202;Mujer;Normal
157.1743;70.00121;46.42478;Mujer;Sobrepeso
159.3300;66.86889;46.61811;Mujer;Sobrepeso
155.2481;75.40305;44.09317;Mujer;Sobrepeso
158.0442;62.62624;48.51478;Mujer;Sobrepeso
161.9715;83.67407;47.81537;Mujer;Sobrepeso
148.0768;56.98295;42.32250;Mujer;Sobrepeso
163.0144;68.80928;47.47569;Mujer;Sobrepeso
158.9014;73.61200;42.42624;Mujer;Sobrepeso
161.9029;70.91384;45.56975;Mujer;Sobrepeso
173.6034;67.33373;49.18342;Mujer;Normal
165.8309;80.64036;43.16223;Mujer;Sobrepeso
152.8096;61.66796;45.65717;Mujer;Sobrepeso
162.7837;67.48761;44.34133;Mujer;Sobrepeso
170.6822;60.09423;48.92151;Mujer;Normal
159.4088;62.36232;45.52768;Mujer;Normal
160.1991;73.42911;45.77223;Mujer;Sobrepeso
157.4642;56.37013;46.49534;Mujer;Normal
162.1615;66.98601;44.17803;Mujer;Sobrepeso
160.3242;70.55131;45.57908;Mujer;Sobrepeso
164.7042;61.44513;48.50233;Mujer;Normal
177.1427;75.89003;51.95953;Mujer;Normal
164.8689;59.01381;49.42804;Mujer;Normal
155.1581;54.62360;43.12699;Mujer;Normal
153.0259;76.68686;41.64972;Mujer;Sobrepeso
152.0643;73.70652;44.61449;Mujer;Sobrepeso
163.3024;81.32320;47.28048;Mujer;Sobrepeso
161.9027;69.21667;47.36523;Mujer;Sobrepeso
169.6872;82.84081;47.21309;Mujer;Sobrepeso
160.6545;68.89762;46.83548;Mujer;Sobrepeso
164.1649;68.70171;45.56394;Mujer;Sobrepeso
142.2323;72.22013;40.30295;Mujer;Sobrepeso
179.1279;75.08888;53.29207;Mujer;Normal
169.7132;75.41923;49.97697;Mujer;Sobrepeso
157.2174;66.44615;44.18635;Mujer;Sobrepeso
170.1379;81.66945;50.15799;Mujer;Sobrepeso
165.7586;65.75559;47.04974;Mujer;Normal
155.5620;64.99640;43.82504;Mujer;Sobrepeso
167.8582;68.77803;47.11750;Mujer;Normal
156.3461;64.19540;43.35233;Mujer;Sobrepeso
169.5668;74.02661;45.16626;Mujer;Sobrepeso
159.2717;67.28698;43.95050;Mujer;Sobrepeso
155.6091;59.76462;44.54657;Mujer;Normal
157.9502;70.27190;42.41172;Mujer;Sobrepeso
166.2698;79.37705;48.72418;Mujer;Sobrepeso
162.4698;72.63152;44.21632;Mujer;Sobrepeso
153.8272;68.22052;41.07243;Mujer;Sobrepeso
168.6577;75.73952;47.42405;Mujer;Sobrepeso
166.6947;70.52224;53.87991;Mujer;Sobrepeso
171.3060;69.67117;55.44480;Mujer;Normal
173.7870;76.44282;49.30967;Mujer;Sobrepeso
169.7046;68.07861;47.61464;Mujer;Normal
157.4336;62.24641;49.77915;Mujer;Sobrepeso
179.1535;79.05360;51.95919;Mujer;Normal
164.3451;68.06205;43.12031;Mujer;Sobrepeso
165.3729;81.39766;48.64052;Mujer;Sobrepeso
158.3098;69.62640;43.63913;Mujer;Sobrepeso
161.7629;65.88935;45.69356;Mujer;Sobrepeso
146.4246;58.49741;41.66091;Mujer;Sobrepeso
154.4471;61.61907;44.39506;Mujer;Sobrepeso
165.4584;67.42460;44.69546;Mujer;Normal
166.2043;63.51298;48.68751;Mujer;Normal
153.5895;60.20803;45.61577;Mujer;Sobrepeso
157.7022;77.72788;45.21535;Mujer;Sobrepeso
158.3906;68.14460;43.70081;Mujer;Sobrepeso
172.6458;64.96815;46.50882;Mujer;Normal
165.3105;77.51500;43.90685;Mujer;Sobrepeso
160.9271;68.94834;49.32369;Mujer;Sobrepeso
166.9237;69.50063;52.20746;Mujer;Normal
168.7906;76.18521;51.08061;Mujer;Sobrepeso
153.3373;78.71322;45.24403;Mujer;Sobrepeso
163.6469;72.18547;47.86765;Mujer;Sobrepeso
169.0344;71.91095;49.38329;Mujer;Sobrepeso
159.7884;66.82661;46.44028;Mujer;Sobrepeso
165.4821;58.53889;46.94354;Mujer;Normal
156.6672;62.47960;46.50972;Mujer;Sobrepeso
175.3165;66.70572;49.08194;Mujer;Normal
159.2836;68.50902;47.30528;Mujer;Sobrepeso
169.9693;66.87464;49.94703;Mujer;Normal
163.7260;68.10538;47.47927;Mujer;Sobrepeso
158.1476;71.78232;43.12327;Mujer;Sobrepeso
160.1447;58.65337;43.84442;Mujer;Normal
158.7621;61.87159;42.06409;Mujer;Normal
167.0969;68.81732;47.28505;Mujer;Normal
172.5098;82.84409;47.97107;Mujer;Sobrepeso
166.2846;68.42431;46.49625;Mujer;Normal
170.5620;62.27603;48.43681;Mujer;Normal
150.7365;65.33847;47.38706;Mujer;Sobrepeso
163.8135;60.53304;52.08790;Mujer;Normal
159.0973;73.54063;46.36279;Mujer;Sobrepeso
155.3837;65.29007;48.47241;Mujer;Sobrepeso
152.1680;64.84088;43.47826;Mujer;Sobrepeso
169.8495;78.64057;44.33799;Mujer;Sobrepeso
163.7251;72.80437;44.79306;Mujer;Sobrepeso
165.1486;60.52703;48.73305;Mujer;Normal
163.4455;72.99019;45.53245;Mujer;Sobrepeso
156.8205;59.20398;42.78471;Mujer;Normal
169.3132;63.80542;53.42740;Mujer;Normal
166.9842;74.67129;46.88812;Mujer;Sobrepeso
170.9654;68.43813;49.93249;Mujer;Normal
171.8265;81.23718;49.07987;Mujer;Sobrepeso
158.2714;61.75765;40.35549;Mujer;Normal
171.6809;75.12212;51.52492;Mujer;Sobrepeso
166.1809;74.94947;44.26081;Mujer;Sobrepeso
153.0065;70.70360;42.80622;Mujer;Sobrepeso
148.3731;67.94974;43.68981;Mujer;Sobrepeso
164.4030;66.04707;50.27194;Mujer;Normal
156.9676;68.56129;49.05243;Mujer;Sobrepeso
163.1038;81.11265;51.13132;Mujer;Sobrepeso
163.7272;73.21375;44.12550;Mujer;Sobrepeso
157.1770;59.16156;44.16670;Mujer;Normal
164.3512;70.02499;50.34983;Mujer;Sobrepeso
163.7844;87.13967;50.04090;Mujer;Sobrepeso
168.4404;69.05143;48.03192;Mujer;Normal
166.7571;66.92354;49.91030;Mujer;Normal
163.8143;58.65785;46.94129;Mujer;Normal
177.6685;71.03502;55.57186;Mujer;Normal
156.7990;71.60644;44.01049;Mujer;Sobrepeso
157.2313;75.08012;47.16425;Mujer;Sobrepeso
157.0963;76.17974;42.36496;Mujer;Sobrepeso
159.9458;67.25904;41.73404;Mujer;Sobrepeso
156.1862;73.73627;43.99417;Mujer;Sobrepeso
146.8916;68.28153;40.68484;Mujer;Sobrepeso
167.5118;66.70040;47.24679;Mujer;Normal
151.6803;66.62684;44.62771;Mujer;Sobrepeso
163.7250;65.08372;48.51231;Mujer;Normal
171.4441;75.90895;51.12104;Mujer;Sobrepeso
164.7677;62.53714;48.90290;Mujer;Normal
157.2773;62.01928;46.80292;Mujer;Sobrepeso
171.5918;80.50601;45.97274;Mujer;Sobrepeso
144.9841;68.26570;43.18985;Mujer;Sobrepeso
164.6392;59.28157;46.66206;Mujer;Normal
150.6083;56.06300;45.26027;Mujer;Normal
161.9848;65.76630;45.02553;Mujer;Sobrepeso
167.7853;77.38000;47.54001;Mujer;Sobrepeso
167.5190;73.22004;44.98443;Mujer;Sobrepeso
165.6246;76.80648;43.22330;Mujer;Sobrepeso
158.0370;61.63364;44.35498;Mujer;Normal
156.5541;71.32273;47.85764;Mujer;Sobrepeso
167.9716;62.80700;48.57619;Mujer;Normal
171.7149;86.52813;49.91696;Mujer;Sobrepeso
156.0228;68.80989;48.29919;Mujer;Sobrepeso
163.5297;70.51117;46.88880;Mujer;Sobrepeso
162.5279;71.33777;46.03678;Mujer;Sobrepeso
172.4776;72.19131;47.61956;Mujer;Normal
169.5178;71.57532;49.66491;Mujer;Normal
148.0874;71.23249;40.84341;Mujer;Sobrepeso
167.3367;68.47151;43.40403;Mujer;Normal
151.7072;64.75276;44.18642;Mujer;Sobrepeso
157.2778;63.31620;43.57006;Mujer;Sobrepeso
183.1506;67.30270;51.23629;Mujer;Normal
153.2625;78.85558;41.61998;Mujer;Sobrepeso
